,timestamp,Unnamed: 0,id,raw_table_id,sample_temp,sample_rh,sample_pres,pm1,pm25,pm10,lat,lon,pm1_model_id,pm25_model_id,pm10_model_id,sn,PMc
2,2021-08-01 02:00:00,11278.5,32294709.39285714,32295124.35714286,29.134464285714284,42.24482142857143,0.0,3.781864285714287,5.274567857142858,10.305887500000006,38.319999999999986,-122.31000000000014,1929.0,1930.0,1931.0,MOD-PM-00185,1.953882816398636
2,2021-08-01 02:00:00,10836.0,32294856.528301887,32295271.528301887,39.165660377358485,28.668679245283023,0.0,3.5784320754717,4.80257358490566,11.401264150943396,33.72000000000002,-116.1899999999999,1916.0,1915.0,1914.0,MOD-PM-00177,2.3739905176627
2,2021-08-01 02:00:00,11365.5,32294707.533333335,32295122.566666666,28.776499999999995,29.16033333333332,0.0,3.752711666666668,3.948234999999999,4.895531666666666,64.84580000000004,-147.72727000000006,1899.0,1900.0,1901.0,MOD-PM-00170,1.2399291497762082
2,2021-08-01 02:00:00,11369.5,32294750.25,32295165.233333334,31.340666666666667,30.797000000000015,0.0,2.608426666666666,3.00462,4.757033333333331,40.77700000000003,-111.94599999999993,1917.0,1918.0,1919.0,MOD-PM-00178,1.5832395888110078
2,2021-08-01 02:00:00,11326.5,32294812.05,32295227.083333332,27.604833333333332,44.07966666666667,0.0,1.9812199999999995,3.167623333333333,7.936753333333331,38.29299999999997,-122.26800000000001,1893.0,1894.0,1895.0,MOD-PM-00164,2.5055862071142716
2,2021-08-01 02:00:00,11362.5,32294771.483333334,32295186.483333334,26.240000000000002,49.79016666666664,0.0,1.1816499999999999,2.824685,16.29344833333333,38.2852,-122.29201999999991,1898.0,1897.0,1896.0,MOD-PM-00168,5.768235514166475
2,2021-08-01 02:00:00,11363.5,32294774.383333333,32295189.383333333,33.57450000000001,24.929166666666664,0.0,3.6591033333333334,4.239203333333332,12.124303333333334,,,1654.0,1653.0,1652.0,MOD-PM-00102,2.860042885416364
2,2021-08-01 02:00:00,11278.5,32294709.39285714,32295124.35714286,29.134464285714284,42.24482142857143,0.0,3.781864285714287,5.274567857142858,10.305887500000006,38.319999999999986,-122.31000000000014,1929.0,1930.0,1931.0,MOD-PM-00185,1.953882816398636
2,2021-08-01 02:00:00,11327.5,32294795.816666666,32295210.75,22.278500000000005,56.56416666666668,0.0,6.704171666666666,7.249875,9.498303333333332,35.25900000000001,-120.64400000000018,1905.0,1906.0,1907.0,MOD-PM-00172,1.3101333931044787
3,2021-08-01 03:00:00,10779.5,32301892.083333332,32302307.083333332,35.822,39.66783333333333,0.0,3.7301450000000007,6.077938333333334,18.240864999999996,33.72000000000002,-116.18999999999986,1916.0,1915.0,1914.0,MOD-PM-00177,3.001159932795193
3,2021-08-01 03:00:00,11303.5,32301867.816666666,32302282.85,28.524999999999984,33.19316666666666,0.0,3.807206666666668,5.585748333333332,29.82964333333333,,,1654.0,1653.0,1652.0,MOD-PM-00102,5.34031280201489
3,2021-08-01 03:00:00,11305.5,32301802.1,32302217.133333333,27.403000000000002,33.335666666666675,0.0,3.9491116666666675,4.213848333333335,6.107163333333335,64.84580000000004,-147.72727000000006,1899.0,1900.0,1901.0,MOD-PM-00170,1.4493078179921837
3,2021-08-01 03:00:00,11268.0,32301871.101694915,32302286.13559322,18.809152542372885,69.2442372881356,0.0,7.384928813559323,8.026342372881357,9.805530508474577,35.25900000000001,-120.64400000000018,1905.0,1906.0,1907.0,MOD-PM-00172,1.2216686073104197
3,2021-08-01 03:00:00,11302.5,32301865.9,32302280.916666668,23.739833333333333,57.00166666666667,0.0,3.3881933333333336,4.527243333333334,8.93820166666667,38.2852,-122.29201999999991,1898.0,1897.0,1896.0,MOD-PM-00168,1.9743143914655943
3,2021-08-01 03:00:00,11266.5,32301906.033333335,32302321.066666666,22.304833333333328,60.02883333333336,0.0,1.6205716666666663,2.926763333333333,6.958723333333334,38.29299999999997,-122.26800000000001,1893.0,1894.0,1895.0,MOD-PM-00164,2.3776173679912627
3,2021-08-01 03:00:00,11306.5,32301827.033333335,32302241.95,27.03916666666667,34.57033333333333,0.0,2.986723333333332,3.516456666666666,6.874371666666664,38.559,-122.5429999999999,1922.0,1921.0,1920.0,MOD-PM-00179,1.95491436929409
3,2021-08-01 03:00:00,11309.5,32301844.666666668,32302259.666666668,28.781833333333346,41.77316666666669,0.0,3.3569750000000003,4.694898333333333,12.131361666666669,40.77700000000003,-111.94599999999993,1917.0,1918.0,1919.0,MOD-PM-00178,2.583945552246606
3,2021-08-01 03:00:00,11221.5,32301831.586206898,32302246.568965517,27.251379310344834,45.9394827586207,0.0,1.3220224137931036,2.254941379310346,5.421593103448275,38.31999999999999,-122.31000000000014,1929.0,1930.0,1931.0,MOD-PM-00185,2.404316650176699
3,2021-08-01 03:00:00,11221.5,32301831.586206898,32302246.568965517,27.251379310344834,45.9394827586207,0.0,1.3220224137931036,2.254941379310346,5.421593103448275,38.31999999999999,-122.31000000000014,1929.0,1930.0,1931.0,MOD-PM-00185,2.404316650176699
4,2021-08-01 04:00:00,11245.5,32308905.45,32309320.416666668,26.8345,33.37583333333333,0.0,3.8573850000000003,4.096628333333334,5.622443333333334,64.84580000000004,-147.72727000000006,1899.0,1900.0,1901.0,MOD-PM-00170,1.3724562923086747
4,2021-08-01 04:00:00,11206.5,32309008.066666666,32309423.033333335,20.17083333333334,68.04016666666668,0.0,1.9486266666666665,3.1746950000000003,5.93754,38.29299999999997,-122.26800000000001,1893.0,1894.0,1895.0,MOD-PM-00164,1.8702710024112552
4,2021-08-01 04:00:00,11164.5,32309096.0,32309511.035714287,25.619107142857143,47.573214285714265,0.0,4.420926785714287,5.484187500000003,11.881074999999997,38.319999999999986,-122.31000000000014,1929.0,1930.0,1931.0,MOD-PM-00185,2.1664239233250124
